transaction_id,region,category,amount_idr,timestamp,channel,age_group
TXN049257,Bali,Fashion,780500,2024-06-16 17:35:35,online,35-44
TXN019007,Yogyakarta,Grocery,133000,2024-08-11 13:02:47,offline,18-24
TXN002908,Jakarta,Home & Living,2656500,2024-11-16 16:59:48,online,25-34
TXN036306,Medan,Healthcare,1125000,2023-03-11 16:41:58,offline,18-24
TXN013130,Jakarta,Travel,9097500,2023-01-18 14:21:49,online,25-34
TXN003483,Jakarta,Electronics,10702000,2023-08-22 10:25:22,offline,25-34
TXN005678,Jakarta,Education,1144000,2024-05-25 07:20:22,offline,25-34
TXN045183,Bali,Electronics,6441500,2023-04-14 17:56:12,online,18-24
TXN038707,Medan,F&B,175500,2024-12-20 22:39:09,online,18-24
TXN039980,Medan,Electronics,6977500,2024-04-19 03:04:12,offline,45+
TXN011528,Jakarta,Travel,1888000,2023-06-20 09:20:44,online,35-44
TXN010491,Jakarta,Electronics,6944000,2023-09-17 06:44:25,online,25-34
TXN024094,Surabaya,Home & Living,4440500,2024-07-19 20:00:55,online,35-44
TXN021309,Yogyakarta,Home & Living,300500,2023-08-19 14:59:58,offline,18-24
TXN045162,Bali,F&B,417500,2023-01-17 16:38:06,online,25-34
TXN049335,Bali,Home & Living,725000,2024-03-22 14:52:07,offline,18-24
TXN029096,Surabaya,Healthcare,938500,2023-09-16 08:16:20,online,25-34
TXN027689,Surabaya,Healthcare,1531000,2024-07-07 12:38:46,offline,35-44
TXN008941,Jakarta,Electronics,5787500,2024-03-31 20:26:29,offline,18-24
TXN012631,Jakarta,Fashion,606500,2023-10-15 10:55:44,offline,18-24
TXN044983,Bali,Grocery,635500,2023-05-28 08:36:03,offline,35-44
TXN021228,Yogyakarta,Grocery,212500,2024-02-21 11:25:01,offline,35-44
TXN036267,Medan,Fashion,3000000,2023-09-10 21:00:48,offline,25-34
TXN027422,Surabaya,Travel,1423000,2023-05-20 11:18:05,online,45+
TXN027854,Surabaya,Healthcare,1231000,2023-03-24 06:46:04,offline,35-44
TXN008526,Jakarta,Electronics,4766000,2023-09-24 00:43:53,online,18-24
TXN002105,Jakarta,Fashion,1747500,2024-07-26 21:47:49,online,25-34
TXN031453,Surabaya,Electronics,5375000,2023-04-25 03:50:19,online,25-34
TXN029972,Surabaya,Healthcare,997500,2023-07-01 15:38:14,offline,18-24
TXN035177,Medan,Fashion,929000,2023-10-04 14:46:58,offline,25-34
TXN002008,Jakarta,F&B,262500,2024-04-19 06:46:52,online,35-44
TXN033431,Surabaya,Electronics,5642500,2024-07-26 17:00:41,offline,25-34
TXN001708,Jakarta,Travel,2738000,2023-06-18 15:07:19,online,25-34
TXN048823,Bali,F&B,140500,2023-05-20 04:56:27,online,25-34
TXN009745,Jakarta,Grocery,261500,2024-12-15 18:58:58,online,18-24
TXN016630,Yogyakarta,Grocery,555000,2024-03-27 08:56:55,online,25-34
TXN022494,Surabaya,Electronics,7505000,2024-09-13 23:33:39,online,18-24
TXN007263,Jakarta,Electronics,4769000,2024-02-26 07:18:09,online,18-24
TXN038792,Medan,F&B,262500,2024-07-25 14:14:30,offline,18-24
TXN042648,Bali,Travel,4366500,2023-07-02 13:36:07,offline,45+
TXN042972,Bali,F&B,178000,2024-11-30 15:48:09,offline,25-34
TXN003924,Jakarta,Healthcare,1838500,2023-11-09 15:34:39,offline,35-44
TXN002345,Jakarta,Fashion,4350000,2024-01-20 16:12:15,offline,25-34
TXN010464,Jakarta,F&B,300000,2024-12-22 23:32:46,online,35-44
TXN019355,Yogyakarta,Healthcare,465000,2023-12-14 06:49:44,online,18-24
TXN009313,Jakarta,Fashion,2143500,2023-01-11 21:36:38,offline,18-24
TXN026790,Surabaya,Travel,2615000,2023-04-05 19:17:17,online,35-44
TXN044179,Bali,Fashion,886500,2023-03-17 15:08:52,offline,18-24
TXN045623,Bali,Fashion,747000,2023-09-26 01:00:57,online,18-24
TXN041006,Medan,Electronics,8980500,2023-09-15 09:26:04,offline,25-34
TXN009521,Jakarta,Healthcare,1170000,2023-01-25 20:32:08,online,25-34
TXN037281,Medan,F&B,79500,2023-12-04 09:18:20,offline,35-44
TXN035965,Medan,Grocery,172500,2023-12-18 19:12:59,offline,18-24
TXN028753,Surabaya,Grocery,480000,2023-10-20 16:43:07,offline,18-24
TXN047375,Bali,F&B,345500,2023-07-08 07:26:51,offline,45+
TXN031115,Surabaya,F&B,188500,2023-12-26 15:56:38,online,18-24
TXN029208,Surabaya,F&B,140500,2023-04-15 17:00:39,offline,35-44
TXN046985,Bali,F&B,397000,2023-08-05 20:12:09,online,45+
TXN007065,Jakarta,F&B,245500,2023-03-07 21:45:56,offline,18-24
TXN006542,Jakarta,Electronics,5144500,2023-02-09 21:05:28,online,35-44
TXN022002,Surabaya,Home & Living,2677500,2023-09-04 21:13:28,online,25-34
TXN022717,Surabaya,Home & Living,1274500,2024-03-21 12:05:58,offline,45+
TXN028561,Surabaya,Grocery,472000,2024-09-07 08:50:00,offline,18-24
TXN037309,Medan,Fashion,1580000,2024-08-10 22:55:35,online,25-34
TXN003862,Jakarta,F&B,524000,2023-11-01 20:12:10,online,25-34
TXN025737,Surabaya,F&B,58000,2024-06-18 12:24:19,online,25-34
TXN031631,Surabaya,Fashion,565500,2024-03-23 00:16:10,online,25-34
TXN049823,Bali,Healthcare,1474500,2023-12-04 11:22:52,online,45+
TXN006700,Jakarta,Electronics,3868500,2024-08-10 17:23:27,online,35-44
TXN004648,Jakarta,Grocery,736500,2023-08-19 04:02:07,online,45+
TXN048828,Bali,F&B,424500,2024-12-04 09:42:53,online,25-34
TXN014366,Jakarta,Healthcare,979000,2023-10-09 00:09:58,offline,25-34
TXN002458,Jakarta,Home & Living,3236500,2024-04-05 19:41:24,online,35-44
TXN034517,Medan,Home & Living,438000,2023-10-15 08:34:31,online,18-24
TXN049540,Bali,Grocery,329000,2023-08-08 20:59:16,online,25-34
TXN003126,Jakarta,Fashion,3000000,2023-04-17 11:21:50,online,18-24
TXN042384,Medan,Grocery,635500,2023-12-09 07:50:37,offline,25-34
TXN015461,Yogyakarta,F&B,117500,2023-04-15 00:35:02,online,18-24
TXN023485,Surabaya,F&B,329500,2024-03-10 06:00:08,online,18-24
TXN032980,Surabaya,Fashion,3600000,2024-03-13 13:47:31,offline,25-34
TXN038580,Medan,Home & Living,1440000,2024-07-15 05:08:18,offline,18-24
TXN049913,Bali,F&B,219500,2024-02-08 10:13:15,offline,45+
TXN014807,Jakarta,Electronics,5678500,2023-03-26 22:48:55,online,18-24
TXN002572,Jakarta,Grocery,1044500,2024-12-22 14:57:20,online,35-44
TXN044715,Bali,Travel,5221000,2023-10-20 09:26:08,offline,35-44
TXN002287,Jakarta,Electronics,8326500,2024-11-14 17:43:45,online,35-44
TXN008452,Jakarta,Electronics,11406000,2023-10-11 23:35:41,online,25-34
TXN031699,Surabaya,F&B,274000,2024-12-23 06:05:20,online,25-34
TXN003610,Jakarta,Travel,2085500,2024-02-05 21:21:53,online,18-24
TXN004194,Jakarta,Fashion,712000,2023-05-17 08:00:23,offline,35-44
TXN022284,Surabaya,Electronics,9080000,2024-03-28 17:40:34,offline,35-44
TXN046109,Bali,Travel,4829000,2024-11-17 20:44:00,offline,25-34
TXN028104,Surabaya,Fashion,2752000,2023-01-07 00:51:04,online,25-34
TXN017417,Yogyakarta,F&B,128000,2023-09-05 17:28:24,offline,35-44
TXN031885,Surabaya,Fashion,995500,2024-02-29 22:44:25,online,25-34
TXN032052,Surabaya,F&B,288500,2023-04-12 08:31:43,online,25-34
TXN008036,Jakarta,Travel,6188000,2023-05-18 19:19:34,offline,25-34
TXN019374,Yogyakarta,F&B,277000,2023-04-23 03:57:43,offline,25-34
TXN000674,Jakarta,Home & Living,5596000,2023-06-20 18:27:37,online,25-34
TXN009445,Jakarta,Electronics,12058500,2024-08-25 23:26:55,offline,25-34
TXN033858,Surabaya,Education,2858000,2023-03-04 21:30:46,online,35-44
TXN028149,Surabaya,F&B,134000,2024-03-01 11:32:15,offline,35-44
TXN031317,Surabaya,Electronics,6671500,2024-05-24 08:02:17,online,45+
TXN046292,Bali,Healthcare,2139500,2024-05-24 03:17:05,offline,35-44
TXN030405,Surabaya,F&B,174000,2023-05-08 11:27:56,offline,25-34
TXN023157,Surabaya,Electronics,7956000,2023-02-18 18:27:39,online,25-34
TXN026431,Surabaya,Fashion,1914000,2024-01-16 14:27:47,online,25-34
TXN008859,Jakarta,Home & Living,3588500,2023-01-11 15:36:58,online,18-24
TXN048945,Bali,Fashion,2388000,2024-06-17 11:08:48,online,25-34
TXN035493,Medan,Home & Living,1824000,2023-04-02 15:20:53,offline,45+
TXN042043,Medan,F&B,263000,2024-10-08 17:56:24,online,18-24
TXN029392,Surabaya,Grocery,423000,2023-04-02 06:20:03,offline,25-34
TXN013657,Jakarta,Electronics,7381000,2024-11-17 20:05:38,online,35-44
TXN028837,Surabaya,Education,2182000,2024-02-25 19:01:55,offline,25-34
TXN028658,Surabaya,F&B,486500,2023-05-10 06:21:50,online,35-44
TXN030480,Surabaya,Grocery,793000,2023-07-23 18:26:09,online,25-34
TXN043211,Bali,Fashion,1375500,2023-01-13 08:33:03,offline,25-34
TXN018167,Yogyakarta,Healthcare,736000,2024-09-01 18:19:17,online,18-24
TXN044484,Bali,Grocery,224000,2023-04-16 05:10:07,offline,18-24
TXN007681,Jakarta,F&B,51500,2023-12-01 08:38:54,online,18-24
TXN049269,Bali,Travel,3091000,2024-02-22 18:34:50,online,35-44
TXN035062,Medan,Grocery,285500,2024-11-21 00:29:06,online,35-44
TXN034380,Surabaya,Fashion,3331500,2023-12-22 18:52:31,online,25-34
TXN011635,Jakarta,Electronics,3089000,2024-11-14 12:33:27,offline,35-44
TXN040751,Medan,Healthcare,1259000,2023-07-21 08:25:54,offline,35-44
TXN029583,Surabaya,Education,460500,2023-12-17 17:04:05,online,18-24
TXN040855,Medan,Grocery,129500,2024-11-22 11:32:20,offline,18-24
TXN003612,Jakarta,Home & Living,3507000,2023-09-05 18:15:59,online,18-24
TXN019292,Yogyakarta,F&B,95500,2023-02-09 11:23:03,offline,35-44
TXN032541,Surabaya,Healthcare,1350000,2024-08-23 19:02:51,offline,18-24
TXN002947,Jakarta,F&B,549000,2024-02-05 16:13:52,online,25-34
TXN041812,Medan,F&B,22500,2023-01-30 21:50:57,offline,25-34
TXN015615,Yogyakarta,Grocery,148500,2024-11-06 22:38:08,offline,18-24
TXN029397,Surabaya,Home & Living,1440000,2024-07-21 19:37:03,online,45+
TXN046533,Bali,Home & Living,4038000,2023-02-23 14:17:57,offline,35-44
TXN030125,Surabaya,Fashion,1000000,2023-11-22 17:34:34,offline,35-44
TXN040308,Medan,Electronics,6558500,2024-05-03 08:44:38,online,35-44
TXN009448,Jakarta,Healthcare,1211500,2023-07-08 08:02:00,online,35-44
TXN041142,Medan,Fashion,2750000,2024-04-11 11:02:34,offline,35-44
TXN009791,Jakarta,Education,855500,2023-07-05 12:22:54,offline,25-34
TXN030892,Surabaya,Grocery,582500,2024-12-06 05:16:40,offline,25-34
TXN000008,Jakarta,Home & Living,4116500,2023-05-15 23:12:45,offline,45+
TXN045949,Bali,Healthcare,1437000,2024-04-20 03:37:59,online,25-34
TXN004096,Jakarta,Grocery,1093500,2023-05-20 20:45:38,online,25-34
TXN025956,Surabaya,Education,2728500,2024-03-27 17:33:42,online,25-34
TXN037500,Medan,F&B,229500,2024-02-01 19:54:37,offline,35-44
TXN037104,Medan,Travel,3864500,2023-07-04 09:52:34,online,18-24
TXN023693,Surabaya,Healthcare,695000,2023-07-09 05:58:25,offline,45+
TXN033516,Surabaya,F&B,297500,2024-04-17 19:16:52,online,25-34
TXN006970,Jakarta,Education,1580500,2024-06-02 01:03:52,offline,18-24
TXN016244,Yogyakarta,Healthcare,819000,2024-02-26 16:21:01,online,18-24
TXN017221,Yogyakarta,Travel,746500,2024-08-28 19:07:11,offline,18-24
TXN034747,Medan,Grocery,523000,2023-05-11 18:39:06,online,25-34
TXN048755,Bali,Home & Living,1026500,2023-05-17 22:34:03,offline,18-24
TXN025830,Surabaya,Home & Living,3652500,2023-08-31 16:14:14,online,25-34
TXN043481,Bali,F&B,260500,2023-09-16 05:37:35,online,18-24
TXN037653,Medan,F&B,84000,2024-09-27 18:06:14,offline,18-24
TXN023913,Surabaya,Fashion,633000,2023-08-07 22:10:44,online,25-34
TXN024610,Surabaya,Education,1209500,2024-12-14 01:38:58,offline,25-34
TXN001963,Jakarta,Travel,8700000,2024-03-23 23:55:10,offline,25-34
TXN044851,Bali,Travel,7607500,2024-04-17 18:15:52,online,25-34
TXN022860,Surabaya,Fashion,2098500,2024-11-02 12:20:41,online,45+
TXN044349,Bali,F&B,180500,2024-11-28 08:01:30,online,45+
TXN041581,Medan,Healthcare,725500,2023-11-22 16:01:17,online,18-24
TXN007278,Jakarta,Home & Living,3734000,2024-11-17 20:30:50,offline,45+
TXN001484,Jakarta,Electronics,5331000,2024-06-18 08:13:51,online,25-34
TXN009533,Jakarta,Home & Living,2090000,2024-04-26 20:54:55,online,35-44
TXN039915,Medan,F&B,232500,2024-05-27 17:39:00,offline,25-34
TXN046098,Bali,Home & Living,1565500,2023-06-09 19:19:36,offline,25-34
TXN017129,Yogyakarta,Fashion,1129500,2023-09-23 20:23:27,online,45+
TXN026693,Surabaya,F&B,129500,2024-03-21 08:36:19,online,35-44
TXN012789,Jakarta,F&B,218000,2024-09-01 13:40:57,online,35-44
TXN007365,Jakarta,Fashion,1822000,2024-04-09 21:23:32,online,35-44
TXN047570,Bali,Electronics,5021500,2024-06-06 09:30:18,online,35-44
TXN018702,Yogyakarta,Electronics,4200000,2023-02-02 11:42:20,offline,18-24
TXN005101,Jakarta,F&B,108500,2024-03-27 08:51:50,online,18-24
TXN016265,Yogyakarta,F&B,64000,2023-09-14 22:29:46,offline,18-24
TXN013290,Jakarta,Fashion,1882000,2023-09-02 20:45:09,online,25-34
TXN012497,Jakarta,Electronics,8553000,2024-08-17 04:38:04,online,25-34
TXN040715,Medan,Home & Living,2413000,2023-01-11 13:57:15,offline,35-44
TXN008808,Jakarta,Fashion,2498000,2023-12-01 09:47:11,online,25-34
TXN030239,Surabaya,F&B,317500,2024-09-17 18:35:23,offline,35-44
TXN000656,Jakarta,F&B,262000,2023-11-08 16:03:00,online,35-44
TXN003119,Jakarta,Travel,3149000,2024-12-29 12:08:02,online,35-44
TXN011360,Jakarta,F&B,609000,2023-01-29 22:02:23,offline,25-34
TXN008648,Jakarta,Healthcare,2855000,2023-08-06 10:08:20,online,25-34
TXN046968,Bali,F&B,147500,2023-03-27 15:08:01,offline,25-34
TXN003383,Jakarta,Electronics,4545500,2024-11-11 21:32:46,online,18-24
TXN005458,Jakarta,Electronics,11223500,2024-03-30 10:05:12,online,25-34
TXN013100,Jakarta,F&B,380500,2024-10-23 18:42:28,offline,18-24
TXN002909,Jakarta,F&B,478500,2023-03-07 18:36:08,online,25-34
TXN001896,Jakarta,F&B,469000,2023-12-16 14:09:13,offline,25-34
TXN003489,Jakarta,Healthcare,2115500,2024-07-17 12:40:08,online,45+
TXN021956,Yogyakarta,F&B,265000,2024-07-22 18:44:23,online,25-34
TXN008693,Jakarta,Healthcare,585500,2024-08-21 17:43:40,online,35-44
TXN006748,Jakarta,Healthcare,1165500,2023-10-15 22:20:00,offline,25-34
TXN019270,Yogyakarta,Electronics,1705500,2024-12-15 17:49:47,online,18-24
TXN030380,Surabaya,F&B,399000,2023-06-11 20:18:53,offline,45+
TXN026143,Surabaya,F&B,316000,2024-12-02 22:39:28,online,25-34
TXN030597,Surabaya,Travel,3129500,2023-05-11 11:54:06,online,35-44
TXN024033,Surabaya,Home & Living,493500,2023-09-29 23:33:20,offline,35-44
TXN045348,Bali,Education,3533500,2024-09-08 07:31:41,online,25-34
TXN048205,Bali,Grocery,507000,2024-02-16 13:26:30,offline,25-34
TXN034005,Surabaya,Fashion,2082000,2024-05-29 14:53:23,offline,35-44
TXN009710,Jakarta,Healthcare,889000,2023-02-24 14:53:43,offline,25-34
TXN012377,Jakarta,Fashion,1959500,2023-11-11 00:06:36,online,18-24
TXN035541,Medan,Electronics,9239500,2023-06-25 17:26:21,online,25-34
TXN026609,Surabaya,Electronics,8958000,2023-01-13 20:27:34,offline,35-44
TXN049490,Bali,F&B,451000,2023-07-20 07:10:44,online,45+
TXN042018,Medan,F&B,213500,2023-02-03 08:18:09,offline,35-44
TXN020228,Yogyakarta,Home & Living,983000,2024-08-28 13:26:15,offline,25-34
TXN002756,Jakarta,Healthcare,1833000,2024-01-05 15:45:57,online,25-34
TXN024416,Surabaya,Home & Living,1855000,2024-04-10 13:13:23,online,25-34
TXN016306,Yogyakarta,Healthcare,791000,2024-03-04 12:37:34,online,25-34
TXN047177,Bali,F&B,222000,2024-08-12 19:05:12,online,45+
TXN045931,Bali,Education,1709500,2024-05-25 14:58:23,offline,25-34
TXN000183,Jakarta,Healthcare,2152500,2024-09-13 21:09:59,offline,35-44
TXN046920,Bali,Home & Living,1419500,2024-01-20 18:24:11,offline,45+
TXN024899,Surabaya,Home & Living,3237000,2024-01-28 09:28:16,offline,45+
TXN001371,Jakarta,Travel,9750500,2023-11-02 19:07:17,online,25-34
TXN047771,Bali,Home & Living,1736500,2023-02-28 21:24:00,offline,18-24
TXN012617,Jakarta,F&B,630500,2024-05-26 11:34:58,online,25-34
TXN035120,Medan,F&B,66000,2023-01-27 18:57:19,online,25-34
TXN034499,Surabaya,Grocery,667000,2023-08-12 05:02:14,online,35-44
TXN008242,Jakarta,Travel,8509500,2023-03-28 20:59:05,online,25-34
TXN049615,Bali,F&B,273000,2024-07-15 16:27:54,offline,25-34
TXN020823,Yogyakarta,Fashion,824000,2024-03-13 19:24:31,online,18-24
TXN019019,Yogyakarta,Grocery,121500,2024-07-06 18:17:06,offline,25-34
TXN035105,Medan,Fashion,2771000,2023-02-28 09:29:25,online,25-34
TXN005689,Jakarta,Home & Living,3164500,2024-05-20 17:55:41,online,45+
TXN035731,Medan,Grocery,332000,2024-04-17 22:44:22,online,25-34
TXN025754,Surabaya,F&B,273500,2024-12-23 12:48:59,offline,35-44
TXN036279,Medan,Fashion,1496000,2024-08-24 18:43:32,offline,35-44
TXN000129,Jakarta,Travel,8700000,2023-11-06 19:32:58,offline,25-34
TXN033835,Surabaya,Electronics,3482500,2023-09-01 19:10:05,offline,45+
TXN024271,Surabaya,F&B,446500,2024-08-22 18:35:47,online,45+
TXN009368,Jakarta,Fashion,1474000,2023-05-21 15:17:39,online,18-24
TXN034444,Surabaya,Fashion,2729500,2024-12-21 09:04:37,online,25-34
TXN005355,Jakarta,F&B,344000,2023-04-04 15:12:46,online,25-34
TXN049059,Bali,Travel,6919000,2024-08-02 23:03:22,online,25-34
TXN019705,Yogyakarta,Education,1703000,2024-04-29 07:54:47,online,25-34
TXN040162,Medan,F&B,74000,2024-02-24 04:47:38,offline,18-24
TXN008386,Jakarta,Electronics,4631500,2024-04-11 17:26:54,online,35-44
TXN014748,Jakarta,Travel,2296000,2023-10-11 10:56:52,online,35-44
TXN029948,Surabaya,F&B,95000,2023-04-25 11:48:47,online,45+
TXN036566,Medan,Fashion,2081500,2024-08-10 04:58:52,online,35-44
TXN015797,Yogyakarta,Home & Living,1591500,2023-12-13 16:41:39,online,35-44
TXN021440,Yogyakarta,F&B,69500,2023-07-11 15:16:01,online,25-34
TXN026930,Surabaya,Fashion,2463500,2023-05-19 17:42:30,offline,45+
TXN046375,Bali,Electronics,5884500,2023-08-15 14:37:42,offline,18-24
TXN004305,Jakarta,Home & Living,3937500,2023-02-11 10:12:04,online,25-34
TXN000111,Jakarta,F&B,300500,2023-07-30 17:35:06,online,25-34
TXN042273,Medan,Grocery,203000,2023-01-27 18:46:24,online,18-24
TXN033300,Surabaya,Fashion,1684500,2024-08-27 09:16:06,online,25-34
TXN029736,Surabaya,Fashion,2060000,2024-11-25 14:12:59,online,25-34
TXN040563,Medan,Grocery,374500,2024-06-10 19:33:39,offline,45+
TXN002837,Jakarta,Electronics,4120000,2023-03-25 19:58:30,online,25-34
TXN021545,Yogyakarta,F&B,102000,2023-10-15 11:20:32,online,18-24
TXN017279,Yogyakarta,Education,1680000,2024-08-12 17:47:51,offline,25-34
TXN001558,Jakarta,Fashion,1561500,2023-09-05 08:44:53,offline,25-34
TXN016029,Yogyakarta,Grocery,196500,2023-05-20 20:21:27,online,25-34
TXN016484,Yogyakarta,Grocery,149500,2023-05-13 22:22:34,offline,18-24
TXN049682,Bali,Electronics,9603500,2024-08-23 08:14:28,offline,25-34
TXN044562,Bali,F&B,366500,2024-09-23 18:45:10,online,35-44
TXN000110,Jakarta,Electronics,4654000,2023-11-07 15:28:51,online,25-34
TXN047651,Bali,Electronics,9809500,2024-04-27 21:00:37,offline,35-44
TXN009962,Jakarta,F&B,447000,2024-09-17 12:51:40,online,25-34
TXN042166,Medan,Home & Living,3566000,2023-08-19 16:20:08,online,35-44
TXN042586,Bali,Travel,4723500,2024-11-05 17:25:08,offline,35-44
TXN028317,Surabaya,Fashion,1346000,2023-04-03 19:33:56,online,18-24
TXN000844,Jakarta,F&B,282500,2023-08-11 09:50:28,online,35-44
TXN021680,Yogyakarta,Fashion,579500,2024-06-18 15:39:04,offline,25-34
TXN002602,Jakarta,Electronics,12371500,2024-09-07 12:44:44,offline,25-34
TXN035167,Medan,Fashion,1116000,2024-09-26 08:36:23,offline,35-44
TXN015786,Yogyakarta,F&B,183500,2024-01-21 19:35:01,offline,18-24
TXN048270,Bali,F&B,61500,2024-03-31 20:33:45,offline,18-24
TXN025326,Surabaya,Healthcare,1433500,2024-09-07 21:44:56,online,45+
TXN032899,Surabaya,Grocery,792000,2023-06-23 22:14:12,offline,35-44
TXN013478,Jakarta,Healthcare,932000,2023-09-08 07:27:28,online,35-44
TXN038191,Medan,Fashion,1436000,2024-05-03 12:09:15,offline,35-44
TXN011579,Jakarta,F&B,378500,2023-01-14 07:43:47,online,35-44
TXN016404,Yogyakarta,F&B,333000,2024-05-17 22:34:35,online,25-34
TXN036231,Medan,F&B,197000,2023-03-31 07:55:49,online,45+
TXN048116,Bali,Home & Living,2098000,2024-01-15 23:36:04,offline,25-34
TXN008298,Jakarta,F&B,380500,2024-07-15 18:42:16,offline,18-24
TXN040991,Medan,F&B,140000,2023-01-21 12:20:21,online,35-44
TXN047007,Bali,F&B,620000,2023-03-22 18:05:29,online,25-34
TXN021188,Yogyakarta,Fashion,523000,2023-12-09 17:08:58,online,25-34
TXN007541,Jakarta,Education,2128000,2023-10-16 07:23:50,online,35-44
TXN033179,Surabaya,Education,1477500,2024-05-29 14:26:39,offline,45+
TXN018447,Yogyakarta,F&B,154500,2024-05-19 11:37:17,online,45+
TXN010818,Jakarta,Electronics,5180500,2024-08-17 20:29:48,online,18-24
TXN049038,Bali,Grocery,936000,2024-04-21 11:25:53,offline,25-34
TXN031396,Surabaya,Healthcare,1814000,2023-09-25 17:40:16,offline,25-34
TXN002496,Jakarta,Fashion,1606500,2024-05-31 17:16:30,online,18-24
TXN010013,Jakarta,Fashion,1471500,2024-09-11 22:47:36,online,25-34
TXN006429,Jakarta,Home & Living,3508000,2024-02-29 22:33:25,offline,35-44
TXN009302,Jakarta,Fashion,2094500,2023-09-17 07:06:05,online,18-24
TXN026504,Surabaya,Travel,3546500,2023-07-13 11:14:17,online,18-24
TXN022312,Surabaya,F&B,100000,2023-07-12 19:02:57,offline,18-24
TXN036046,Medan,Education,886000,2024-11-14 12:49:15,offline,25-34
TXN044877,Bali,Fashion,1997000,2023-02-10 17:33:13,offline,45+
TXN023003,Surabaya,F&B,278000,2024-12-23 18:40:27,online,18-24
TXN018183,Yogyakarta,Grocery,183500,2024-02-22 11:40:24,offline,35-44
TXN003837,Jakarta,F&B,263500,2023-09-13 22:25:31,offline,18-24
TXN010128,Jakarta,Electronics,4360000,2024-09-06 18:18:58,online,18-24
TXN007617,Jakarta,F&B,124500,2024-01-14 13:18:38,offline,35-44
TXN028494,Surabaya,Electronics,2515500,2023-01-30 08:42:47,online,25-34
TXN001827,Jakarta,Electronics,8700000,2023-04-08 18:58:42,offline,18-24
TXN047937,Bali,Travel,1911000,2024-04-22 21:30:12,offline,45+
TXN040105,Medan,Grocery,150500,2023-04-30 21:26:14,offline,18-24
TXN030101,Surabaya,Travel,2284500,2023-11-26 14:45:29,online,35-44
TXN003911,Jakarta,Fashion,2498500,2023-05-22 19:48:02,offline,25-34
TXN013460,Jakarta,Electronics,7758500,2023-10-13 13:14:30,online,25-34
TXN010690,Jakarta,Electronics,3169000,2024-06-14 18:52:49,online,35-44
TXN046174,Bali,Grocery,487000,2023-03-19 07:21:36,online,45+
TXN026455,Surabaya,Electronics,5298000,2024-08-24 22:58:27,offline,45+
TXN037582,Medan,Fashion,728500,2023-09-05 15:21:50,offline,35-44
TXN046514,Bali,Healthcare,478500,2023-10-02 08:04:41,offline,25-34
TXN036843,Medan,Fashion,817000,2023-02-24 12:24:24,online,25-34
TXN019737,Yogyakarta,Healthcare,554500,2023-01-19 14:47:49,offline,45+
TXN024013,Surabaya,Electronics,3649000,2024-09-14 12:58:04,online,35-44
TXN002013,Jakarta,F&B,277000,2023-09-10 13:48:15,online,35-44
TXN013300,Jakarta,Travel,2471500,2023-07-16 18:43:21,online,25-34
TXN027194,Surabaya,Fashion,4052000,2023-04-02 17:03:11,online,25-34
TXN007226,Jakarta,Electronics,2455000,2024-07-18 22:43:05,offline,45+
TXN000743,Jakarta,Healthcare,1676000,2024-09-18 07:21:56,offline,35-44
TXN001672,Jakarta,Electronics,4797500,2024-05-22 19:52:45,online,35-44
TXN023504,Surabaya,F&B,193000,2024-01-27 10:32:20,online,35-44
TXN018239,Yogyakarta,Travel,1590500,2023-08-15 22:14:10,offline,18-24
TXN036750,Medan,F&B,55500,2024-12-22 20:13:03,online,18-24
TXN048658,Bali,F&B,240000,2023-08-17 08:37:50,online,45+
TXN022902,Surabaya,F&B,228500,2023-10-07 20:36:40,online,18-24
TXN026011,Surabaya,Grocery,136500,2023-12-22 19:50:07,offline,35-44
TXN049735,Bali,Home & Living,3090500,2023-04-23 08:41:57,online,18-24
TXN047956,Bali,Education,1174000,2023-06-09 06:51:18,online,45+
TXN009254,Jakarta,Home & Living,2339500,2024-10-12 08:26:45,online,35-44
TXN036529,Medan,Electronics,4492500,2024-06-30 11:46:53,offline,35-44
TXN047016,Bali,Fashion,1228500,2023-11-01 06:59:47,online,25-34
TXN032247,Surabaya,Fashion,1430000,2024-08-28 21:27:20,online,25-34
TXN023733,Surabaya,F&B,397500,2023-07-06 13:53:49,offline,25-34
TXN023901,Surabaya,F&B,216000,2024-12-19 22:11:59,online,35-44
TXN006408,Jakarta,Education,1012000,2023-03-18 11:45:31,offline,35-44
TXN029247,Surabaya,F&B,109000,2024-04-09 20:40:50,offline,35-44
TXN000220,Jakarta,Electronics,8119000,2024-03-09 08:08:12,offline,25-34
TXN014327,Jakarta,Electronics,3706000,2023-09-23 12:06:01,online,25-34
TXN042416,Medan,F&B,233500,2024-12-05 07:39:28,online,35-44
TXN003703,Jakarta,F&B,516000,2024-10-20 17:23:08,online,45+
TXN006811,Jakarta,Travel,3155000,2024-06-04 00:22:39,online,25-34
TXN014573,Jakarta,Grocery,727000,2023-12-18 20:37:17,offline,35-44
TXN024851,Surabaya,Travel,3065000,2024-04-29 11:40:09,offline,45+
TXN046330,Bali,Electronics,2340000,2023-03-30 07:49:51,online,35-44
TXN011973,Jakarta,F&B,390500,2024-03-29 06:30:00,online,18-24
TXN002290,Jakarta,F&B,321500,2024-07-30 16:59:38,online,25-34
TXN018642,Yogyakarta,Grocery,124000,2023-12-18 14:47:11,offline,35-44
TXN022727,Surabaya,Travel,1807000,2023-07-16 12:42:22,offline,18-24
